OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,SUBTYPE,DENOM,MEMBERS,ATTENDANCE,LOC_TYPE,PROT,CATH
1800,10434873,ORANGEBURG AVENUE BAPTIST CHURCH,209-577-2575,313 EAST ORANGEBURG AVENUE,NOT AVAILABLE,MODESTO,CA,95350,5314,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105480186,-120.9888636,37.663897,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,1418,0,NOT AVAILABLE,Y,N
1801,10432218,CHRISTIAN LIFE CENTER,209-957-4027,4303 CHRISTIAN LIFE WAY,NOT AVAILABLE,STOCKTON,CA,95212,2907,SAN JOAQUIN,06077,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-10T00:00:00.000Z,ALT REF,2007-09-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105639631,-121.2604087,38.0255164,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,UPC,NOT AVAILABLE,2000,NOT AVAILABLE,Y,N
1802,10586029,TEMPLO ROSA DE SARON,209-527-0058,421 RIO GRANDE AVENUE,NOT AVAILABLE,MODESTO,CA,95351,5441,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105485650,-120.9880742,37.6098651,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1803,10585876,HOPE BAPTIST CHURCH,209-551-4673,2500 CLAUS ROAD,NOT AVAILABLE,MODESTO,CA,95355,NULL,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-11T00:00:00.000Z,ALT REF,2008-11-11T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,734566580,-120.9209201,37.6769756,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1804,10838664,MODESTO CHURCH OF THE BRETHREN,209-523-1438,2301 WOODLAND AVENUE,NOT AVAILABLE,MODESTO,CA,95358,9501,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105481374,-121.0414369,37.6534788,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1805,10684748,MODESTO VALLEY HEARTLAND ZEN GROUP,209-573-8313,2301 WOODLAND AVENUE,NOT AVAILABLE,MODESTO,CA,95358,9501,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,PLACES OF WORSHIP,105481374,-121.0414369,37.6534788,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,BUDDHIST,SOTO ZEN,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1806,10433003,CALVARY TEMPLE WORSHIP CENTER,209-529-7346,1601 COFFEE ROAD,NOT AVAILABLE,MODESTO,CA,95355,2801,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-11T00:00:00.000Z,ALT REF,2008-11-11T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,116918134,-120.9785442,37.6682714,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,AG,NOT AVAILABLE,2510,NOT AVAILABLE,Y,N
1807,10433007,CALVARY CHAPEL OF MODESTO,209-545-5530,4300 AMERICAN AVENUE,NOT AVAILABLE,MODESTO,CA,95356,8916,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,120878157,-121.0400283,37.7021048,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,CAL,NOT AVAILABLE,4000,NOT AVAILABLE,Y,N
1808,10446512,SACRED HEART CHURCH,209-634-8578,1301 COOPER AVENUE,NOT AVAILABLE,TURLOCK,CA,95380,4113,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105490699,-120.8378971,37.4988594,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1809,10446509,OUR LADY OF FATIMA CHURCH,209-524-7421,505 WEST GRANGER AVENUE,NOT AVAILABLE,MODESTO,CA,95350,4225,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105479757,-120.9988593,37.6677595,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1810,10433006,BIG VALLEY GRACE COMMUNITY CHURCH,209-577-1604,4040 TULLY ROAD,NOT AVAILABLE,MODESTO,CA,95356,8880,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,120877441,-121.0106029,37.6973776,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NONDENOM,NOT AVAILABLE,2409,NOT AVAILABLE,Y,N
1811,10432432,CAPITAL CHRISTIAN CENTER,208-888-1060,2760 EAST FAIRVIEW AVENUE,NOT AVAILABLE,MERIDIAN,ID,83642,7391,ADA,16001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-11T00:00:00.000Z,ALT REF,2007-09-11T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,126120539,-116.3607384,43.6206996,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NONDENOM,NOT AVAILABLE,3000,NOT AVAILABLE,Y,N
1812,10762503,AMERICAN BUDDHIST MEDITATION TEMPLE,805-472-9210,2580 INTERLAKE ROAD,NOT AVAILABLE,BRADLEY,CA,93426,9445,MONTEREY,06053,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-12-05T00:00:00.000Z,ALT REF,2008-12-05T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,"TEMPLES, RELIGIOUS",42796787,-121.0824789,35.9350846,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,BUDDHIST,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1813,10433312,COMMUNITY LUTHERAN CHURCH,702-458-2241,3720 EAST TROPICANA AVENUE,NOT AVAILABLE,LAS VEGAS,NV,89121,7337,CLARK,32003,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-17T00:00:00.000Z,ALT REF,2007-09-17T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,24430844,-115.093787,36.1005166,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ELCA,NOT AVAILABLE,1361,NOT AVAILABLE,Y,N
1814,10578782,FAITH BAPTIST CHURCH,805-461-9197,9925 MORRO ROAD,NOT AVAILABLE,ATASCADERO,CA,93422,4919,SAN LUIS OBISPO,06079,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,38273864,-120.6732497,35.4628953,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1815,10685002,SAN LUIS OBISPO BUDDHIST CHURCH,805-595-2625,6996 ONTARIO ROAD,NOT AVAILABLE,SAN LUIS OBISPO,CA,93405,8062,SAN LUIS OBISPO,06079,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,PLACES OF WORSHIP,121215070,-120.7067652,35.186125,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,BUDDHIST,JODO SHINSHU BUDDHISM,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1816,10433846,HIGHLAND HILLS BAPTIST CHURCH,702-566-0200,615 COLLEGE DRIVE,NOT AVAILABLE,HENDERSON,NV,89002,8463,CLARK,32003,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-20T00:00:00.000Z,ALT REF,2007-09-20T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,28378536,-114.962893,36.0112194,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,1022,0,NOT AVAILABLE,Y,N
1817,10433898,GRACE COMMUNITY MISSIONARY BAPTIST CHURCH,559-439-3343,5375 NORTH MAROA AVENUE,NOT AVAILABLE,FRESNO,CA,93704,2649,FRESNO,06019,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-18T00:00:00.000Z,ALT REF,2007-09-18T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,38105512,-119.7997612,36.8152922,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,2406,0,NOT AVAILABLE,Y,N
1818,10684042,BUDDHIST CENTER SAN LUIS OBISPO,805-544-4036,282 RAMONA DRIVE,NOT AVAILABLE,SAN LUIS OBISPO,CA,93405,1528,SAN LUIS OBISPO,06079,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-10T00:00:00.000Z,ALT REF,2008-11-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,PLACES OF WORSHIP,38277780,-120.6807852,35.2932125,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,BUDDHIST,"TIBETAN, KARMA KAGYU",NOT AVAILABLE,0,NOT AVAILABLE,N,N
1819,10434014,FIRST SOUTHERN BAPTIST CHURCH,209-538-0833,2813 DON PEDRO ROAD,NOT AVAILABLE,CERES,CA,95307,4229,STANISLAUS,06099,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-18T00:00:00.000Z,ALT REF,2007-09-18T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105487713,-120.9415932,37.584391,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,977,0,NOT AVAILABLE,Y,N
1820,10584727,BIBLE BAPTIST CHURCH,209-383-3083,3840 NORTH SANTA FE DRIVE,NOT AVAILABLE,ATWATER,CA,95301,5624,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105560376,-120.5459723,37.3446084,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1821,10684049,BUDDHIST CHURCH OF PARLIER,559-646-2864,360 NEWMARK AVENUE,NOT AVAILABLE,PARLIER,CA,93648,2534,FRESNO,06019,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-11T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,PLACES OF WORSHIP,106251861,-119.5294404,36.6090705,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,BUDDHIST,JODO SHINSHU BUDDHISM,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1822,10430611,ISLAMIC CENTER OF MERCED,209-725-8167,2322 ASHBY ROAD,NOT AVAILABLE,MERCED,CA,95348,9332,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,"MOSQUES, RELIGIOUS",120902106,-120.5395161,37.32182,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,MUSLIM,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1823,10579289,LIGHTHOUSE BAPTIST CHURCH,209-675-6622,310 OVERLAND ROAD,LORENA FALASCO SCHOOL,LOS BANOS,CA,93635,9708,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105501211,-120.8498291,37.0740589,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1824,10584726,VICTORY BAPTIST CHURCH,209-358-4989,1399 GROVE AVENUE,NOT AVAILABLE,ATWATER,CA,95301,3630,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,120393845,-120.6083462,37.3516589,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1825,10579908,SHILOH BAPTIST CHURCH,209-358-9093,1510 WINTON WAY,NOT AVAILABLE,ATWATER,CA,95301,3241,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,91160970,-120.6135498,37.3528139,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1826,10435011,EMMANUEL SOUTHERN BAPTIST CHURCH,209-392-2814,1701 LEONARD AVENUE,NOT AVAILABLE,DOS PALOS,CA,93620,2718,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105502359,-120.6195338,36.983365,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,1021,0,NOT AVAILABLE,Y,N
1827,10574836,KNOX CHAPEL AFRICAN METHODIST EPISCOPAL ZION CHURCH,209-674-4403,200 EAST 10TH STREET,NOT AVAILABLE,MADERA,CA,93638,3845,MADERA,06039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,38077403,-120.0529237,36.9575313,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,AMEZ,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1828,10584673,NEW COVENANT BAPTIST CHURCH,559-673-6140,18456 ROAD 21,NOT AVAILABLE,MADERA,CA,93637,9704,MADERA,06039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,106483204,-120.1666112,37.0174986,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1829,10585704,CALVARY BAPTIST CHURCH - MADERA,209-675-0684,201 EAST CLEVELAND AVENUE,NOT AVAILABLE,MADERA,CA,93638,2428,MADERA,06039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,38076820,-120.0656886,36.9747215,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1830,10762359,SIERRA VISTA PRESBYTERIAN CHURCH,559-683-6742,39696 SOUTH STATE HIGHWAY 41,NOT AVAILABLE,OAKHURST,CA,93644,NULL,MADERA,06039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,711628196,-119.6621355,37.3260009,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,PCUSA,354,459,NOT AVAILABLE,Y,N
1831,10585782,FIRST BAPTIST CHURCH,559-673-0908,1111 WEST YOSEMITE AVENUE,NOT AVAILABLE,MADERA,CA,93637,4558,MADERA,06039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,38077620,-120.07175,36.9542457,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1832,10684343,EMPTY NEST ZENDO,559-877-2400,54333 TWO HILLS ROAD,WYLE RANCH,NORTH FORK,CA,93643,9662,MADERA,06039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,PLACES OF WORSHIP,709614975,-119.555445,37.1912167,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,BUDDHIST,"SOTO ZEN, SUZUKI-ROSHI LINEAGE",NOT AVAILABLE,0,NOT AVAILABLE,N,N
1833,10576310,GATEWAY COMMUNITY CHURCH,209-723-4283,353 EAST DONNA DRIVE,NOT AVAILABLE,MERCED,CA,95340,0699,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105496745,-120.4655683,37.3303392,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,CRC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1834,10585695,ATWATER BAPTIST CHURCH,209-358-5427,2124 1ST STREET,NOT AVAILABLE,ATWATER,CA,95301,3707,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105495406,-120.6007109,37.35388,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1835,10585796,FIRST BAPTIST CHURCH,530-265-4711,300 MAIN STREET,NOT AVAILABLE,NEVADA CITY,CA,95959,2510,NEVADA,06057,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105534549,-121.0176024,39.264048,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1836,10577586,LANDMARK MISSIONARY BAPTIST CHURCH,831-674-4438,6 10TH STREET,NOT AVAILABLE,GREENFIELD,CA,93927,5500,MONTEREY,06053,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-07T00:00:00.000Z,ALT REF,2008-11-07T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,42795572,-121.2428999,36.3170692,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1837,10434385,GREEN VALLEY BAPTIST CHURCH,702-434-1906,270 NORTH VALLE VERDE DRIVE,NOT AVAILABLE,HENDERSON,NV,89074,4289,CLARK,32003,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-20T00:00:00.000Z,ALT REF,2007-09-20T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,134765944,-115.0692127,36.047086,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,1800,0,NOT AVAILABLE,Y,N
1838,10585920,LIFE CHANGE CHURCH,559-665-2613,717 ROBERTSON BOULEVARD,NOT AVAILABLE,CHOWCHILLA,CA,93610,2746,MADERA,06039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-13T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,91435050,-120.2648104,37.1185177,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1839,10574838,MOUNT PISGAH AFRICAN METHODIST EPISCOPAL ZION CHURCH,209-722-2832,742 NORTH STREET,NOT AVAILABLE,MERCED,CA,95340,6647,MERCED,06047,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-12T00:00:00.000Z,ALT REF,2008-11-12T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,105641857,-120.4915249,37.292984,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,AMEZ,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
